"X.1" "X" "zona" "cÛdigo.x" "Freq.x" "personas" "comuna" "promedio_i" "aÒo" "ingresos_expandidos" "Freq.y" "p" "cÛdigo.y" "multipob" "est_ing" "ing_medio_zona" "identificador" "urb_rur" "multipob_2" "est_ing_2" "ing_medio_zona_2"
"2551" 2551 2551 8104022036 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 60 0.00564759036144578 8104 "8845514.4" 11527077.3123388 "192117.955205646" "region_08" 2 8845514 11527077 192118
"2552" 2552 2552 8104022058 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 78 0.00734186746987952 8104 "11499168.72" 11527077.3123388 "147783.042465882" "region_08" 2 11499169 11527077 147783
"2553" 2553 2553 8104022901 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 11 0.00103539156626506 8104 "1621677.64" 11527077.3123388 "1047916.11930353" "region_08" 2 1621678 11527077 1047916
"2554" 2554 2554 8104032004 8104 3 10624 "Florida" "147425.24" 2017 "1566245749.76" 175 0.0164721385542169 8104 "25799417" 26888679.7921003 "153649.598812002" "region_08" 2 25799417 26888680 153650
"2555" 2555 2555 8104032019 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 21 0.00197665662650602 8104 "3095930.04" 11527077.3123388 "548908.443444704" "region_08" 2 3095930 11527077 548908
"2556" 2556 2556 8104032028 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 174 0.0163780120481928 8104 "25651991.76" 19431692.3711818 "111676.392937826" "region_08" 2 25651992 19431692 111676
"2557" 2557 2557 8104032045 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 244 0.0229668674698795 8104 "35971758.56" 19431692.3711818 "79638.08348845" "region_08" 2 35971759 19431692 79638
"2558" 2558 2558 8104032053 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 58 0.00545933734939759 8104 "8550663.92" 19431692.3711818 "335029.178813479" "region_08" 2 8550664 19431692 335029
"2559" 2559 2559 8104032055 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 36 0.00338855421686747 8104 "5307308.64" 11527077.3123388 "320196.592009411" "region_08" 2 5307309 11527077 320197
"2560" 2560 2560 8104042012 8104 17 10624 "Florida" "147425.24" 2017 "1566245749.76" 745 0.0701242469879518 8104 "109831803.8" 121724859.278966 "163389.072857672" "region_08" 2 109831804 121724859 163389
"2561" 2561 2561 8104042014 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 118 0.0111069277108434 8104 "17396178.32" 11527077.3123388 "97687.0958672778" "region_08" 2 17396178 11527077 97687
"2562" 2562 2562 8104042017 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 60 0.00564759036144578 8104 "8845514.4" 11527077.3123388 "192117.955205646" "region_08" 2 8845514 11527077 192118
"2563" 2563 2563 8104042027 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 18 0.00169427710843373 8104 "2653654.32" 11527077.3123388 "640393.184018821" "region_08" 2 2653654 11527077 640393
"2564" 2564 2564 8104042030 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 42 0.00395331325301205 8104 "6191860.08" 11527077.3123388 "274454.221722352" "region_08" 2 6191860 11527077 274454
"2565" 2565 2565 8104042042 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 89 0.00837725903614458 8104 "13120846.36" 19431692.3711818 "218333.62214811" "region_08" 2 13120846 19431692 218334
"2566" 2566 2566 8104042043 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 29 0.0027296686746988 8104 "4275331.96" 11527077.3123388 "397485.424563406" "region_08" 2 4275332 11527077 397485
"2567" 2567 2567 8104042047 8104 4 10624 "Florida" "147425.24" 2017 "1566245749.76" 59 0.00555346385542169 8104 "8698089.16" 34113958.0974005 "578202.679616958" "region_08" 2 8698089 34113958 578203
"2568" 2568 2568 8104042062 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 75 0.00705948795180723 8104 "11056893" 19431692.3711818 "259089.231615757" "region_08" 2 11056893 19431692 259089
"2569" 2569 2569 8104042901 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 60 0.00564759036144578 8104 "8845514.4" 11527077.3123388 "192117.955205646" "region_08" 2 8845514 11527077 192118
"2570" 2570 2570 8104052003 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 34 0.00320030120481928 8104 "5012458.16" 11527077.3123388 "339031.685657023" "region_08" 2 5012458 11527077 339032
"2571" 2571 2571 8104052027 8104 3 10624 "Florida" "147425.24" 2017 "1566245749.76" 15 0.00141189759036145 8104 "2211378.6" 26888679.7921003 "1792578.65280669" "region_08" 2 2211379 26888680 1792579
"2572" 2572 2572 8104052029 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 11 0.00103539156626506 8104 "1621677.64" 11527077.3123388 "1047916.11930353" "region_08" 2 1621678 11527077 1047916
"2573" 2573 2573 8104052031 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 61 0.00574171686746988 8104 "8992939.64" 11527077.3123388 "188968.480530144" "region_08" 2 8992940 11527077 188968
"2574" 2574 2574 8104052032 8104 3 10624 "Florida" "147425.24" 2017 "1566245749.76" 47 0.00442394578313253 8104 "6928986.28" 26888679.7921003 "572099.570044687" "region_08" 2 6928986 26888680 572100
"2575" 2575 2575 8104052039 8104 5 10624 "Florida" "147425.24" 2017 "1566245749.76" 181 0.0170368975903614 8104 "26683968.44" 41191161.5088696 "227575.477949556" "region_08" 2 26683968 41191162 227575
"2576" 2576 2576 8104052043 8104 8 10624 "Florida" "147425.24" 2017 "1566245749.76" 291 0.027390813253012 8104 "42900744.84" 61884721.2231135 "212662.272244376" "region_08" 2 42900745 61884721 212662
"2577" 2577 2577 8104052054 8104 3 10624 "Florida" "147425.24" 2017 "1566245749.76" 124 0.011671686746988 8104 "18280729.76" 26888679.7921003 "216844.191871777" "region_08" 2 18280730 26888680 216844
"2578" 2578 2578 8104052059 8104 6 10624 "Florida" "147425.24" 2017 "1566245749.76" 115 0.0108245481927711 8104 "16953902.6" 48163182.7471734 "418810.28475803" "region_08" 2 16953903 48163183 418810
"2579" 2579 2579 8104052901 8104 2 10624 "Florida" "147425.24" 2017 "1566245749.76" 87 0.00818900602409639 8104 "12825995.88" 19431692.3711818 "223352.785875653" "region_08" 2 12825996 19431692 223353
"2580" 2580 2580 8104062001 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 50 0.00470632530120482 8104 "7371262" 11527077.3123388 "230541.546246776" "region_08" 2 7371262 11527077 230542
"2581" 2581 2581 8104062013 8104 4 10624 "Florida" "147425.24" 2017 "1566245749.76" 282 0.0265436746987952 8104 "41573917.68" 34113958.0974005 "120971.482614896" "region_08" 2 41573918 34113958 120971
"2582" 2582 2582 8104062024 8104 3 10624 "Florida" "147425.24" 2017 "1566245749.76" 141 0.0132718373493976 8104 "20786958.84" 26888679.7921003 "190699.856681562" "region_08" 2 20786959 26888680 190700
"2583" 2583 2583 8104062049 8104 7 10624 "Florida" "147425.24" 2017 "1566245749.76" 499 0.0469691265060241 8104 "73565194.76" 55055502.0558405 "110331.667446574" "region_08" 2 73565195 55055502 110332
"2584" 2584 2584 8104062051 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 70 0.00658885542168675 8104 "10319766.8" 11527077.3123388 "164672.533033411" "region_08" 2 10319767 11527077 164673
"2585" 2585 2585 8104062056 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 122 0.0114834337349398 8104 "17985879.28" 11527077.3123388 "94484.240265072" "region_08" 2 17985879 11527077 94484
"2586" 2586 2586 8104062901 8104 1 10624 "Florida" "147425.24" 2017 "1566245749.76" 123 0.0115775602409639 8104 "18133304.52" 11527077.3123388 "93716.0757100714" "region_08" 2 18133305 11527077 93716
"2587" 2587 2587 8105012028 8105 7 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 137 0.00563021411252209 8105 "27771970.6571429" 55055502.0558405 "401864.978509785" "region_08" 2 27771971 55055502 401865
"2588" 2588 2588 8105012034 8105 2 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 50 0.00205482266880368 8105 "10135755.7142857" 19431692.3711818 "388633.847423636" "region_08" 2 10135756 19431692 388634
"2589" 2589 2589 8105022025 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 64 0.00263017301606871 8105 "12973767.3142857" 11527077.3123388 "180110.583005294" "region_08" 2 12973767 11527077 180111
"2590" 2590 2590 8105022038 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 15 0.000616446800641105 8105 "3040726.71428572" 11527077.3123388 "768471.820822585" "region_08" 2 3040727 11527077 768472
"2591" 2591 2591 8105022044 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 76 0.0031233304565816 8105 "15406348.6857143" 11527077.3123388 "151672.069899195" "region_08" 2 15406349 11527077 151672
"2592" 2592 2592 8105022901 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 99 0.00406854888423129 8105 "20068796.3142857" 11527077.3123388 "116435.124367058" "region_08" 2 20068796 11527077 116435
"2593" 2593 2593 8105042001 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 31 0.00127399005465828 8105 "6284168.54285714" 11527077.3123388 "371841.203623832" "region_08" 2 6284169 11527077 371841
"2594" 2594 2594 8105042003 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 23 0.000945218427649694 8105 "4662447.62857143" 11527077.3123388 "501177.274449512" "region_08" 2 4662448 11527077 501177
"2595" 2595 2595 8105042007 8105 2 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 70 0.00287675173632515 8105 "14190058" 19431692.3711818 "277595.605302597" "region_08" 2 14190058 19431692 277596
"2596" 2596 2596 8105042031 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 63 0.00258907656269264 8105 "12771052.2" 11527077.3123388 "182969.481148235" "region_08" 2 12771052 11527077 182969
"2597" 2597 2597 8105062017 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 96 0.00394525952410307 8105 "19460650.9714286" 11527077.3123388 "120073.722003529" "region_08" 2 19460651 11527077 120074
"2598" 2598 2598 8105062037 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 38 0.0015616652282908 8105 "7703174.34285714" 11527077.3123388 "303344.139798389" "region_08" 2 7703174 11527077 303344
"2599" 2599 2599 8105062901 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 22 0.00090412197427362 8105 "4459732.51428571" 11527077.3123388 "523958.059651763" "region_08" 2 4459733 11527077 523958
"2600" 2600 2600 8105072901 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 56 0.00230140138906012 8105 "11352046.4" 11527077.3123388 "205840.666291764" "region_08" 2 11352046 11527077 205841
"2601" 2601 2601 8105082006 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 47 0.00193153330867546 8105 "9527610.37142857" 11527077.3123388 "245256.964092315" "region_08" 2 9527610 11527077 245257
"2602" 2602 2602 8105082010 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 135 0.00554802120576994 8105 "27366540.4285714" 11527077.3123388 "85385.7578691762" "region_08" 2 27366540 11527077 85386
"2603" 2603 2603 8105082051 8105 9 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 348 0.0143015657748736 8105 "70544859.7714286" 68662371.8904892 "197305.66635198" "region_08" 2 70544860 68662372 197306
"2604" 2604 2604 8105082901 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 66 0.00271236592282086 8105 "13379197.5428571" 11527077.3123388 "174652.686550588" "region_08" 2 13379198 11527077 174653
"2605" 2605 2605 8105092008 8105 1 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 16 0.000657543254017178 8105 "3243441.82857143" 11527077.3123388 "720442.332021174" "region_08" 2 3243442 11527077 720442
"2606" 2606 2606 8105092041 8105 13 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 543 0.022315374183208 8105 "110074307.057143" 95397970.0204173 "175686.869282536" "region_08" 2 110074307 95397970 175687
"2607" 2607 2607 8105102007 8105 2 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 126 0.00517815312538528 8105 "25542104.4" 19431692.3711818 "154219.780723665" "region_08" 2 25542104 19431692 154220
"2608" 2608 2608 8105102040 8105 3 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 95 0.003904163070727 8105 "19257935.8571429" 26888679.7921003 "283038.734653687" "region_08" 2 19257936 26888680 283039
"2609" 2609 2609 8105102046 8105 2 24333 "Hualqui" "202715.114285714" 2017 "4932666875.91429" 30 0.00123289360128221 8105 "6081453.42857143" 19431692.3711818 "647723.079039393" "region_08" 2 6081453 19431692 647723
"2610" 2610 2610 8106052901 8106 1 -999 "-999" "-999" -999 "-999" 31 0.000712070747674285 8106 "-999" 11527077.3123388 "-999" "region_08" 2 -999 11527077 -999
"2611" 2611 2611 8106062001 8106 3 -999 "-999" "-999" -999 "-999" 49 0.00112553118180774 8106 "-999" 26888679.7921003 "-999" "region_08" 2 -999 26888680 -999
"2612" 2612 2612 8106062901 8106 2 -999 "-999" "-999" -999 "-999" 28 0.000643160675318709 8106 "-999" 19431692.3711818 "-999" "region_08" 2 -999 19431692 -999
"2613" 2613 2613 8107032014 8107 1 47367 "Penco" "195212.7" 2017 "9246639960.9" 141 0.00297675596934575 8107 "27524990.7" 11527077.3123388 "81752.3213641049" "region_08" 2 27524991 11527077 81752
"2614" 2614 2614 8107032901 8107 2 47367 "Penco" "195212.7" 2017 "9246639960.9" 40 0.000844469778537801 8107 "7808508" 19431692.3711818 "485792.309279545" "region_08" 2 7808508 19431692 485792
"2615" 2615 2615 8108062002 8108 5 -999 "-999" "-999" -999 "-999" 114 0.00086489439184268 8108 "-999" 41191161.5088696 "-999" "region_08" 2 -999 41191162 -999
"2616" 2616 2616 8109012002 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 16 0.00116372099789076 8109 "3175186.20689655" 19431692.3711818 "1214480.77319886" "region_08" 2 3175186 19431692 1214481
"2617" 2617 2617 8109012029 8109 10 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 162 0.0117826751036439 8109 "32148760.3448276" 75396850.1759504 "465412.655407101" "region_08" 2 32148760 75396850 465413
"2618" 2618 2618 8109012033 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 102 0.00741872136155357 8109 "20241812.0689655" 19431692.3711818 "190506.787952763" "region_08" 2 20241812 19431692 190507
"2619" 2619 2619 8109022012 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 171 0.0124372681649575 8109 "33934802.5862069" 11527077.3123388 "67409.8088440865" "region_08" 2 33934803 11527077 67410
"2620" 2620 2620 8109022023 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 53 0.00385482580551313 8109 "10517804.3103448" 11527077.3123388 "217492.024761109" "region_08" 2 10517804 11527077 217492
"2621" 2621 2621 8109022032 8109 3 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 70 0.00509127936577206 8109 "13891439.6551724" 26888679.7921003 "384123.997030004" "region_08" 2 13891440 26888680 384124
"2622" 2622 2622 8109032005 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 14 0.00101825587315441 8109 "2778287.93103448" 19431692.3711818 "1387978.02651299" "region_08" 2 2778288 19431692 1387978
"2623" 2623 2623 8109032007 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 7 0.000509127936577206 8109 "1389143.96551724" 11527077.3123388 "1646725.33033411" "region_08" 2 1389144 11527077 1646725
"2624" 2624 2624 8109032030 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 31 0.00225470943341334 8109 "6151923.27586207" 19431692.3711818 "626828.786167155" "region_08" 2 6151923 19431692 626829
"2625" 2625 2625 8109042010 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 183 0.0133100589133755 8109 "36316192.2413793" 11527077.3123388 "62989.493510048" "region_08" 2 36316192 11527077 62989
"2626" 2626 2626 8109042030 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 150 0.0109098843552258 8109 "29767370.6896552" 11527077.3123388 "76847.1820822586" "region_08" 2 29767371 11527077 76847
"2627" 2627 2627 8109052004 8109 3 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 209 0.015201105534948 8109 "41475869.8275862" 26888679.7921003 "128653.970297131" "region_08" 2 41475870 26888680 128654
"2628" 2628 2628 8109052007 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 250 0.0181831405920431 8109 "49612284.4827586" 11527077.3123388 "46108.3092493551" "region_08" 2 49612284 11527077 46108
"2629" 2629 2629 8109052008 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 104 0.00756418648628991 8109 "20638710.3448276" 19431692.3711818 "186843.195876748" "region_08" 2 20638710 19431692 186843
"2630" 2630 2630 8109062009 8109 4 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 329 0.0239290130191287 8109 "65289766.3793103" 34113958.0974005 "103689.842241339" "region_08" 2 65289766 34113958 103690
"2631" 2631 2631 8109062025 8109 4 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 290 0.0210924430867699 8109 "57550250" 34113958.0974005 "117634.338266898" "region_08" 2 57550250 34113958 117634
"2632" 2632 2632 8109062026 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 19 0.00138191868499527 8109 "3770533.62068966" 11527077.3123388 "606688.279596778" "region_08" 2 3770534 11527077 606688
"2633" 2633 2633 8109072004 8109 3 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 103 0.00749145392392174 8109 "20440261.2068966" 26888679.7921003 "261055.143612624" "region_08" 2 20440261 26888680 261055
"2634" 2634 2634 8109072024 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 93 0.00676412830024002 8109 "18455769.8275862" 11527077.3123388 "123947.067874611" "region_08" 2 18455770 11527077 123947
"2635" 2635 2635 8109072028 8109 2 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 151 0.010982616917594 8109 "29965819.8275862" 19431692.3711818 "128686.704444913" "region_08" 2 29965820 19431692 128687
"2636" 2636 2636 8109082013 8109 3 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 153 0.0111280820423304 8109 "30362718.1034483" 26888679.7921003 "175743.005177126" "region_08" 2 30362718 26888680 175743
"2637" 2637 2637 8109102012 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 195 0.0141828496617936 8109 "38697581.8965517" 11527077.3123388 "59113.2169863527" "region_08" 2 38697582 11527077 59113
"2638" 2638 2638 8109112006 8109 3 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 128 0.00930976798312605 8109 "25401489.6551724" 26888679.7921003 "210067.810875784" "region_08" 2 25401490 26888680 210068
"2639" 2639 2639 8109112020 8109 1 13749 "Santa Juana" "198449.137931034" 2017 "2728477197.41379" 100 0.00727325623681722 8109 "19844913.7931034" 11527077.3123388 "115270.773123388" "region_08" 2 19844914 11527077 115271
"2640" 2640 2640 8110072004 8110 81 151749 "Talcahuano" "161731.119047619" 2017 "24542535584.3571" 1347 0.00887650000988474 8110 "217851817.357143" 527145047.817586 "391347.474252105" "region_08" 2 217851817 527145048 391347
"2641" 2641 2641 8110142002 8110 3 151749 "Talcahuano" "161731.119047619" 2017 "24542535584.3571" 48 0.000316311804361149 8110 "7763093.71428571" 26888679.7921003 "560180.829002089" "region_08" 2 7763094 26888680 560181
"2642" 2642 2642 8111012021 8111 3 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 61 0.00111018090488844 8111 "12813246.7464789" 26888679.7921003 "440798.029378693" "region_08" 2 12813247 26888680 440798
"2643" 2643 2643 8111012028 8111 3 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 77 0.00140137589633458 8111 "16174098.3521127" 26888679.7921003 "349203.63366364" "region_08" 2 16174098 26888680 349204
"2644" 2644 2644 8111022024 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 116 0.00211116368798457 8111 "24366174.1408451" 19431692.3711818 "167514.58940674" "region_08" 2 24366174 19431692 167515
"2645" 2645 2645 8111022045 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 49 0.000891784661303826 8111 "10292608.0422535" 11527077.3123388 "235246.475762016" "region_08" 2 10292608 11527077 235246
"2646" 2646 2646 8111042006 8111 16 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 474 0.00862665162159211 8111 "99565228.8169014" 115172318.691605 "242979.575298744" "region_08" 2 99565229 115172319 242980
"2647" 2647 2647 8111042022 8111 23 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 811 0.0147599461289266 8111 "170353165.760563" 160733988.409357 "198192.340825348" "region_08" 2 170353166 160733988 198192
"2648" 2648 2648 8111052025 8111 8 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 364 0.00662468605539985 8111 "76459374.028169" 61884721.2231135 "170012.970393169" "region_08" 2 76459374 61884721 170013
"2649" 2649 2649 8111062004 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 59 0.00107378153095767 8111 "12393140.2957746" 11527077.3123388 "195374.191734556" "region_08" 2 12393140 11527077 195374
"2650" 2650 2650 8111062027 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 51 0.000928184035234594 8111 "10712714.4929577" 19431692.3711818 "381013.575905525" "region_08" 2 10712714 19431692 381014
"2651" 2651 2651 8111062031 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 46 0.000837185600407673 8111 "9662448.36619718" 11527077.3123388 "250588.637224756" "region_08" 2 9662448 11527077 250589
"2652" 2652 2652 8111072003 8111 5 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 198 0.00360353801914607 8111 "41590538.6197183" 41191161.5088696 "208036.169236715" "region_08" 2 41590539 41191162 208036
"2653" 2653 2653 8111072023 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 58 0.00105558184399228 8111 "12183087.0704225" 11527077.3123388 "198742.712281703" "region_08" 2 12183087 11527077 198743
"2654" 2654 2654 8111072028 8111 3 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 93 0.00169257088778073 8111 "19534949.9577465" 26888679.7921003 "289125.589162369" "region_08" 2 19534950 26888680 289126
"2655" 2655 2655 8111072030 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 104 0.00189276744439996 8111 "21845535.4366197" 19431692.3711818 "186843.195876748" "region_08" 2 21845535 19431692 186843
"2656" 2656 2656 8111072034 8111 6 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 294 0.00535070796782295 8111 "61755648.2535211" 48163182.7471734 "163820.349480182" "region_08" 2 61755648 48163183 163820
"2657" 2657 2657 8111072035 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 70 0.00127397808757689 8111 "14703725.7746479" 11527077.3123388 "164672.533033411" "region_08" 2 14703726 11527077 164673
"2658" 2658 2658 8111072038 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 121 0.00220216212281149 8111 "25416440.2676056" 19431692.3711818 "160592.498935387" "region_08" 2 25416440 19431692 160592
"2659" 2659 2659 8111072039 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 95 0.0017289702617115 8111 "19955056.4084507" 19431692.3711818 "204544.130222966" "region_08" 2 19955056 19431692 204544
"2660" 2660 2660 8111082009 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 114 0.0020747643140538 8111 "23946067.6901408" 11527077.3123388 "101114.71326613" "region_08" 2 23946068 11527077 101115
"2661" 2661 2661 8111082020 8111 3 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 146 0.00265715429694609 8111 "30667770.9014085" 26888679.7921003 "184169.03967192" "region_08" 2 30667771 26888680 184169
"2662" 2662 2662 8111082034 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 23 0.000418592800203837 8111 "4831224.18309859" 11527077.3123388 "501177.274449512" "region_08" 2 4831224 11527077 501177
"2663" 2663 2663 8111092010 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 46 0.000837185600407673 8111 "9662448.36619718" 11527077.3123388 "250588.637224756" "region_08" 2 9662448 11527077 250589
"2664" 2664 2664 8111092014 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 15 0.000272995304480763 8111 "3150798.38028169" 11527077.3123388 "768471.820822586" "region_08" 2 3150798 11527077 768472
"2665" 2665 2665 8111092026 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 51 0.000928184035234594 8111 "10712714.4929577" 19431692.3711818 "381013.575905525" "region_08" 2 10712714 19431692 381014
"2666" 2666 2666 8111092035 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 109 0.00198376587922688 8111 "22895801.5633803" 19431692.3711818 "178272.407075062" "region_08" 2 22895802 19431692 178272
"2667" 2667 2667 8111092037 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 53 0.000964583409165362 8111 "11132820.943662" 19431692.3711818 "366635.705116638" "region_08" 2 11132821 19431692 366636
"2668" 2668 2668 8111092901 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 40 0.000727987478615368 8111 "8402129.01408451" 11527077.3123388 "288176.93280847" "region_08" 2 8402129 11527077 288177
"2669" 2669 2669 8111102008 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 233 0.00424052706293452 8111 "48942401.5070423" 11527077.3123388 "49472.4348169046" "region_08" 2 48942402 11527077 49472
"2670" 2670 2670 8111102014 8111 3 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 146 0.00265715429694609 8111 "30667770.9014085" 26888679.7921003 "184169.03967192" "region_08" 2 30667771 26888680 184169
"2671" 2671 2671 8111102028 8111 2 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 103 0.00187456775743457 8111 "21635482.2112676" 19431692.3711818 "188657.207487202" "region_08" 2 21635482 19431692 188657
"2672" 2672 2672 8111112001 8111 1 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 22 0.000400393113238452 8111 "4621170.95774648" 11527077.3123388 "523958.059651763" "region_08" 2 4621171 11527077 523958
"2673" 2673 2673 8111112032 8111 33 54946 "Tom√©" "210053.225352113" 2017 "11541584520.1972" 554 0.0100826265788228 8111 "116369486.84507" 224948112.257557 "406043.523930607" "region_08" 2 116369487 224948112 406044
"2674" 2674 2674 8112012001 8112 3 -999 "-999" "-999" -999 "-999" 150 0.00163446765388513 8112 "-999" 26888679.7921003 "-999" "region_08" 2 -999 26888680 -999
"2675" 2675 2675 8112012002 8112 3 -999 "-999" "-999" -999 "-999" 60 0.000653787061554052 8112 "-999" 26888679.7921003 "-999" "region_08" 2 -999 26888680 -999
"2676" 2676 2676 8112012003 8112 10 -999 "-999" "-999" -999 "-999" 511 0.00556808647423534 8112 "-999" 75396850.1759504 "-999" "region_08" 2 -999 75396850 -999
"2677" 2677 2677 8112012004 8112 1 -999 "-999" "-999" -999 "-999" 67 0.000730062218735358 8112 "-999" 11527077.3123388 "-999" "region_08" 2 -999 11527077 -999
